id,type,subtype,name,rank,slash,crush,pierce,blaze,freeze,spark,divine,parent,skill,cost,prereq,materials
M-BH-148,Melee,Boost Hammer,Chario Destroyer II,10,0,575,0,0,0,0,1,M-BH-147,"Purified Spirit IV, Outbreak II",13600,M-BH-147,Anathema Crown:1|Conqueror Gun:2|Conqueror Armor:1|Conqueror Jade:1|Anathema Frame:3
M-BH-149,Melee,Boost Hammer,Chario Destroyer N,12,0,617,0,0,0,0,1,M-BH-148,"Purified Spirit IV, Outbreak III",40800,M-BH-148,Conqueror Crown:1|Conqueror Gun:2|Conqueror Armor:1|Conqueror Steel:2|Conqueror Jade:1
M-BH-150,Melee,Boost Hammer,Chario Destroyer X,13,0,655,0,0,0,0,1,M-BH-149,"Purified Spirit IV, Outbreak IV",52000,M-BH-149,Conqueror Crown:1|Conqueror Gun:2|Conqueror Armor:3|Conqueror Steel:2|Conqueror Grease:1
M-BH-151,Melee,Boost Hammer,Chario Destroyer EX,14,0,678,0,0,0,0,1,M-BH-150,"Purified Spirit IV, Outbreak IV",96000,M-BH-150,Generic Compound Core:1
M-BH-152,Melee,Boost Hammer,Heavy Hammer,4,0,235,0,0,0,0,0,-,Devil's Embrace I,3500,-,Draconic Scale:1|Avian Flesh:1|Yaksha Fragment:1|Chimera Skull:1
M-BH-153,Melee,Boost Hammer,Heavy Hammer II,5,0,291,0,0,0,0,0,M-BH-152,Devil's Embrace II,3360,M-BH-152,Mistle:2|Wukong Armor:2|Wukong Mask:1|Meteorite Sliver:1|Magnetic Steel:1
M-BH-154,Melee,Boost Hammer,Heavy Hammer N,6,0,336,0,0,0,0,0,M-BH-153,Devil's Embrace III,4160,M-BH-153,Hanuman Mesh:1|Simian Armor+:2|Hanuman Redstone:1|Coating Agent:1|Soft Iron:1
M-BH-155,Melee,Boost Hammer,Heavy Hammer X,8,0,442,0,0,0,0,0,M-BH-154,Devil's Embrace IV,8800,M-BH-154,Helios Carver:1|Anathema Tallow:1|Helios Steel:1|Meteorite:1
M-BH-156,Melee,Boost Hammer,Mega Powerhammer,10,0,563,0,0,0,0,0,M-BH-155,"Devil's Embrace IV, Disaster I",13600,M-BH-155,Yin-Yang Carver:2|Yin-Yang Raiment:1|Yin-Yang Ingot:1|Meteorite:1
M-BH-157,Melee,Boost Hammer,Mega Powerhammer II,11,0,585,0,0,0,0,0,M-BH-156,"Devil's Embrace IV, Disaster II",16000,M-BH-156,Yin-Yang Carver:3|Yin-Yang Raiment:3|Philosopher's Stone:1|Cemented Carbide:1
M-BH-158,Melee,Boost Hammer,Mega Powerhammer EX,14,0,688,0,0,0,0,0,M-BH-157,"Devil's Embrace IV, Disaster III",96000,M-BH-157,Generic Compound Core:1
M-BH-159,Melee,Boost Hammer,Law Smasher,4,0,235,0,0,0,0,2,-,Healing Touch I,3500,-,Meteorite:1|Angel Armor:1|Goddess Filigree:2|Tool Steel:1
M-BH-160,Melee,Boost Hammer,Law Smasher II,5,0,291,0,0,0,0,2,M-BH-159,Healing Touch II,3360,M-BH-159,Meteorite:1|Angel Armor:1|Spark Ogre Fang:1|King Cranium:1|King Pad:1
M-BH-161,Melee,Boost Hammer,Law Smasher N,6,0,336,0,0,0,0,2,M-BH-160,Healing Touch III,4160,M-BH-160,Meteorite:2|Angel Armor:2|Chimera Wing:1|Cinnabar:1|Fossil Tree:1
M-BH-162,Melee,Boost Hammer,Law Smasher X,7,0,405,0,0,0,0,2,M-BH-161,Healing Touch IV,7760,M-BH-161,Chimera Spark Skull:2|Simian Fragment:1|Chimera Spark Fur:2|Cinnabar:1|Yaksha Tile:3
M-BH-163,Melee,Boost Hammer,Divine Smasher,10,0,563,0,0,0,0,2,M-BH-162,"Healing Touch IV, Saint's Embrace I",13600,M-BH-162,Chimera Spark Skull:2|Hanuman Spark Armor:1|Chimera Spark Wing:1|Cinnabar:1|Aragami Talon:1
M-BH-164,Melee,Boost Hammer,Divine Smasher II,11,0,585,0,0,0,0,2,M-BH-163,"Healing Touch IV, Saint's Embrace II",16000,M-BH-163,Chimera Spark Skull:2|Hanuman Mask:1|Howler Plumage:1|Zinjifrah:1|Prince's Aegis:1
M-BH-165,Melee,Boost Hammer,Divine Smasher N,12,0,605,0,0,0,0,2,M-BH-164,"Healing Touch IV, Saint's Embrace III",40800,M-BH-164,Chimera Spark Skull:2|Hanuman Mask:1|Chimera Spark Fur:1|Zinjiffrah:1|Prince's Sand:1
M-BH-166,Melee,Boost Hammer,Divine Smasher EX,14,0,664,0,0,0,0,2,M-BH-165,"Healing Touch IV, Saint's Embrace IV",96000,M-BH-165,Generic Compound Core:1
M-BH-167,Melee,Boost Hammer,Riese Ferse,6,0,330,0,0,0,1,1,-,Main Dish I,5200,-,Emperor Skull:3|Emperor Mane:1|Emperor Claw:1|Emperor Fang:1|Damascus Steel:1
M-BH-168,Melee,Boost Hammer,Riese Ferse II,7,0,409,0,0,0,1,1,M-BH-167,Main Dish II,7760,M-BH-167,Emperor Skull:3|Emperor Wing:1|Emperor Fang:2|Emperor Claw:1|Pure Damascus:1
M-BH-169,Melee,Boost Hammer,Riese Ferse N,9,0,509,0,0,0,1,1,M-BH-168,Main Dish III,9600,M-BH-168,Emperor Mane:3|Imperial Wing:2|Imperial Claw:1|Emperor Redstone:1|Pure Damascus:2
M-BH-170,Melee,Boost Hammer,Gigant Ferse,10,0,569,0,0,0,1,1,M-BH-169,"Main Dish III, Great Devourer I",13600,M-BH-169,Emperor Mane:3|Imperial Wing:2|Imperial Claw:1|Imperial Crown:1|Orichalcum:1
M-BH-171,Melee,Boost Hammer,Gigant Ferse II,11,0,591,0,0,0,1,1,M-BH-170,"Main Dish III, Great Devourer II",16000,M-BH-170,Emperor Redstone:1|Imperial Wing:1|Imperial Claw:1|Imperial Crown:1|Orichalcum:2
M-BH-172,Melee,Boost Hammer,Gigant Ferse N,13,0,649,0,0,0,1,1,M-BH-171,"Main Dish III, Great Devourer III",52000,M-BH-171,Emperor Pelt:3|Imperial Claw:2|Emperor Incisor:2|Emperor Amethyst:1|Mana Orb:2
M-BH-173,Melee,Boost Hammer,Gigant Ferse EX,14,0,671,0,0,0,1,1,M-BH-172,"Main Dish III, Great Devourer IV",96000,M-BH-172,Generic Compound Core:1
M-BH-174,Melee,Boost Hammer,Serpent Maul,7,0,391,0,2,0,0,0,-,Major Step I,9700,-,Serpent Helm:1|Serpent Armor:2|Serpent Fang:1|Serpent Soft Iron:2|Serpent Cataphract:2
M-BH-175,Melee,Boost Hammer,Serpent Maul II,8,0,442,0,2,0,0,0,M-BH-174,Major Step II,8800,M-BH-174,Serpent Helm:1|Serpent Armor:3|Serpent Fang:2|Serpent Soft Iron:3|Serpent Horn:3
M-BH-176,Melee,Boost Hammer,Serpent Maul N,9,0,504,0,2,0,0,0,M-BH-175,Major Step III,9600,M-BH-175,Serpent Blaze Helm:1|Serpent Armor:3|Serpent Blaze Horn:1|Serpent Soft Iron:2|Holy Serpent Guard:2
M-BH-177,Melee,Boost Hammer,Serpent Maul X,10,0,563,0,2,0,0,0,M-BH-176,"Major Step III, Polished Evasion I",13600,M-BH-176,Serpent Blaze Helm:1|Serpent Armor:3|Serpent Blaze Fang:1|Serpent Soft Iron:3|Holy Serpent Guard:2
M-BH-178,Melee,Boost Hammer,Serpent Maul V,12,0,605,0,2,0,0,0,M-BH-177,"Major Step III, Polished Evasion II",40800,M-BH-177,Serpent Blaze Helm:1|Serpent Armor:2|Flaming Crystal:1|Serpent Soft Iron:2|Holy Serpent Guard:3
M-BH-179,Melee,Boost Hammer,Serpent Maul EX,14,0,664,0,2,0,0,0,M-BH-178,"Major Step III, Polished Evasion III",96000,M-BH-178,Generic Compound Core:1
M-BH-180,Melee,Boost Hammer,Phantom Maul,10,0,563,0,1,0,0,1,M-BH-176,Major Step III,13600,M-BH-176,Phantom Helm:1|Phantom Armor:3|Phantom Incisor:2|Phantom Horn:2|Phantom Cataphract:2
M-BH-181,Melee,Boost Hammer,Phantom Maul II,11,0,585,0,1,0,0,1,M-BH-180,"Major Steps III, Polished Evasion I",16000,M-BH-180,Phantom Helm:1|Phantom Armor:3|Phantom Incisor:2|Phantom Ambrosia:1|Phantom Cataphract:2
M-BH-182,Melee,Boost Hammer,Phantom Maul N,13,0,642,0,1,0,0,1,M-BH-181,"Major Steps III, Polished Evasion II",52000,M-BH-181,Phantom Helm:1|Phantom Armor:3|Deific Crystal:1|Phantom Lance:2|Phantom Arm Gauntlet:2
M-BH-183,Melee,Boost Hammer,Phantom Maul EX,14,0,664,0,1,0,0,1,M-BH-182,"Major Steps III, Polished Evasion III",96000,M-BH-182,Generic Compound Core:1
M-BH-184,Melee,Boost Hammer,Gargantua,8,0,444,0,1,0,0,0,-,Rumble Shot I,11000,-,Regina's Ring:1|Regina's Dres:1|Regina's Soul:2|Regina's Iron:2|Oak:1
M-BH-185,Melee,Boost Hammer,Gargantua II,9,0,514,0,1,0,0,0,M-BH-184,Rumble Shot II,9600,M-BH-184,Regina's Ring:1|Regina's Dress:2|Regina's Stone:1|Regina's Iron:3|Holy Jewel Steel:1
M-BH-186,Melee,Boost Hammer,Pantagruel,10,0,575,0,1,0,0,0,M-BH-185,Rumble Shot III,13600,M-BH-185,Regina's Ring:1|Regina's Dress:3|Regina's Stone:1|Regina's Iron:3|Holy Jewel Steel:3
M-BH-187,Melee,Boost Hammer,Pantagruel II,12,0,617,0,1,0,0,0,M-BH-186,Rumble Shot IV,40800,M-BH-186,Regina's Ring:1|Shattered God Arc:1|Regina's Dress:2|Regina's Iron:3|Cryogenic Alloy:2
M-BH-188,Melee,Boost Hammer,Pantagruel EX,14,0,678,0,1,0,0,0,M-BH-187,Rumble Shot IV,96000,M-BH-187,Generic Compound Core:1
M-BH-189,Melee,Boost Hammer,Gravity Hammer,10,0,800,0,0,0,0,0,-,Massive Bomb I,17000,-,King Sensor:1|High-Speed Steel:2|Cemented Carbide:2|King Cranium:2|Simian Drum:2
M-BH-190,Melee,Boost Hammer,Gravity Hammer II,12,0,896,0,0,0,0,0,M-BH-189,Massive Bomb II,40800,M-BH-189,King Sensor:1|High-Speed Steel:1|Cemented Carbide:1|King Cranium:1|Cryo Barrel:1
M-BH-191,Melee,Boost Hammer,Neutron Hammer EX,14,0,999,0,0,0,0,0,M-BH-190,Massive Bomb III,96000,M-BH-190,Generic Compound Core:1
M-BH-192,Melee,Boost Hammer,Immortal Stone Axe,10,562,0,0,0,0,0,0,-,Mighty Power I,17000,-,Abyssal Horn:1|Aragami Talon:1|Simian Power Armor:1|Abyssal Crystal:1|Simian Fragment:1
M-BH-193,Melee,Boost Hammer,Immortal Stone Axe II,12,617,0,0,0,0,0,0,M-BH-192,Mighty Power II,40800,M-BH-192,King Cranium:2|Ares Gun:1|Pixie Carapace:1|Lucifer Keep:1|Cryo Barrel:1
M-BH-194,Melee,Boost Hammer,Immortal Stone Axe N,13,655,0,0,0,0,0,0,M-BH-193,"Mighty Power II, Cryptoforce I",52000,M-BH-193,Bahamut Helm:1|Hanuman Cowl:1|Bahamut Blue Mail:1|Deific Crystal:1|Hanuman Forcefield:1
M-BH-195,Melee,Boost Hammer,Immortal Stone Axe EX,14,678,0,0,0,0,0,0,M-BH-194,"Mighty Power II, Cryptoforce II",96000,M-BH-194,Generic Compound Core:1
M-BH-196,Melee,Boost Hammer,Historia,12,0,601,0,1,0,1,0,-,Goddess of Mercy,51000,-,Grace Starmetal:3|Grace Jelly:1|Grace Spire:2|Draconic Amethyst:1|Knight Redstone:1
M-BH-197,Melee,Boost Hammer,Historia II,13,0,642,0,1,0,1,0,M-BH-196,"Goddess of Mercy, Goddess of War I",52000,M-BH-196,Gracy Asylum:2|Grace Jelly:2|Grace Spire:2|Blaze Knight Lance:1|Ares Grease:1
M-BH-198,Melee,Boost Hammer,Historia EX,14,0,664,0,1,0,1,0,M-BH-197,"Goddess of Mercy, Goddess of War II",96000,M-BH-197,Generic Compound Core:1
M-BH-199,Melee,Boost Hammer,Wyvern Maul,13,0,635,0,0,0,0,2,-,Major Step III,65000,-,Wyvern Helm:3|Wyvern Mail:2|Wyvern Horn:1|Wyvern Soft Steel:2|Wyvern Stone:1
M-BH-200,Melee,Boost Hammer,Wyvern Maul EX,14,0,664,0,0,0,0,2,M-BH-199,"Major Step III, Polished Evasion III",96000,M-BH-199,Generic Compound Core:1
M-BH-201,Melee,Boost Hammer,Rigel,13,0,635,0,0,2,0,0,-,Liberator I,65000,-,Bahamut Helm:3|Bahamut Edge:2|Bahamut Blue Mail:3|Boreal Stone:2|Bahamut Manifer:2
M-BH-202,Melee,Boost Hammer,Rigel EX,14,0,664,0,0,2,0,0,M-BH-201,Liberator II,96000,M-BH-201,Generic Compound Core:1
M-BH-203,Melee,Boost Hammer,Lienhard,14,0,646,0,0,1,1,1,-,Apsara,120000,-,Cronus Crown:1
M-BH-204,Melee,Boost Hammer,Deceptia,14,0,667,0,0,0,0,2,-,"Great Devourer IV, Far East Champion",120000,-,Hades Crown:1|Hades Fang:1|Hades Mane:1|Hades Wing:1|Hades Redstone:1
